symbol,direccion,resultado,entrada_ts,salida_ts,horas_hasta_salida,pnl_neto_cop
SOL/USDT,CORTO,TP,2026-07-19 02:00:00+00:00,2026-07-24 14:00:00+00:00,132.0,14492
XRP/USDT,CORTO,TP,2026-07-27 14:00:00+00:00,2026-07-28 01:00:00+00:00,11.0,14492
DOGE/USDT,CORTO,TP,2026-07-27 14:00:00+00:00,2026-07-28 13:00:00+00:00,23.0,14492
DOGE/USDT,CORTO,TP,2026-07-29 10:00:00+00:00,2026-07-31 14:00:00+00:00,52.0,14492
SOL/USDT,CORTO,TP,2026-07-27 22:00:00+00:00,2026-08-01 17:00:00+00:00,115.0,14492
DOGE/USDT,CORTO,TP,2026-08-01 10:00:00+00:00,2026-08-01 18:00:00+00:00,8.0,14492
XRP/USDT,CORTO,TP,2026-07-29 22:00:00+00:00,2026-08-06 02:00:00+00:00,172.0,14492
SOL/USDT,CORTO,SL,2026-08-03 06:00:00+00:00,2026-08-08 14:00:00+00:00,128.0,-25488
XRP/USDT,CORTO,TP,2026-08-09 10:00:00+00:00,2026-08-10 22:00:00+00:00,36.0,14492
ETH/USDT,CORTO,TIMEOUT,2026-07-28 02:00:00+00:00,2026-08-11 02:00:00+00:00,336.0,-1193
DOGE/USDT,CORTO,SL,2026-08-01 18:00:00+00:00,2026-08-11 20:00:00+00:00,242.0,-25488
SOL/USDT,LARGO,TP,2026-08-12 02:00:00+00:00,2026-08-19 12:00:00+00:00,178.0,13985
ETH/USDT,CORTO,SL,2026-08-12 22:00:00+00:00,2026-08-19 14:00:00+00:00,160.0,-25488
XRP/USDT,CORTO,SL,2026-08-12 18:00:00+00:00,2026-08-19 15:00:00+00:00,165.0,-25487
DOGE/USDT,LARGO,TP,2026-08-15 02:00:00+00:00,2026-08-19 15:00:00+00:00,109.0,13985
XRP/USDT,LARGO,TP,2026-08-23 10:00:00+00:00,2026-08-23 13:00:00+00:00,3.0,13985
ETH/USDT,LARGO,TP,2026-08-23 14:00:00+00:00,2026-08-24 12:00:00+00:00,22.0,13985
SOL/USDT,LARGO,TP,2026-08-23 14:00:00+00:00,2026-08-24 22:00:00+00:00,32.0,13985
DOGE/USDT,LARGO,SL,2026-08-25 06:00:00+00:00,2026-08-25 13:00:00+00:00,7.0,-25975
XRP/USDT,LARGO,SL,2026-08-24 14:00:00+00:00,2026-08-25 21:00:00+00:00,31.0,-25975
XRP/USDT,LARGO,TP,2026-08-26 14:00:00+00:00,2026-08-26 22:00:00+00:00,8.0,13985
SOL/USDT,LARGO,TP,2026-08-26 22:00:00+00:00,2026-08-27 08:00:00+00:00,10.0,13985
DOGE/USDT,LARGO,TP,2026-08-27 06:00:00+00:00,2026-08-27 08:00:00+00:00,2.0,13985
XRP/USDT,LARGO,TP,2026-08-27 10:00:00+00:00,2026-08-27 14:00:00+00:00,4.0,13985
XRP/USDT,CORTO,TP,2026-08-28 10:00:00+00:00,2026-08-28 16:00:00+00:00,6.0,14492
DOGE/USDT,CORTO,TP,2026-08-28 10:00:00+00:00,2026-08-28 16:00:00+00:00,6.0,14492
XRP/USDT,CORTO,TP,2026-08-30 10:00:00+00:00,2026-08-30 23:00:00+00:00,13.0,14492
DOGE/USDT,CORTO,TP,2026-08-30 22:00:00+00:00,2026-08-30 23:00:00+00:00,1.0,14492
SOL/USDT,LARGO,SL,2026-08-29 18:00:00+00:00,2026-09-01 18:00:00+00:00,72.0,-25975
ETH/USDT,LARGO,SL,2026-08-26 22:00:00+00:00,2026-09-02 09:00:00+00:00,155.0,-25975
XRP/USDT,CORTO,SL,2026-08-31 02:00:00+00:00,2026-09-03 14:00:00+00:00,84.0,-25488
DOGE/USDT,LARGO,TP,2026-09-05 10:00:00+00:00,2026-09-05 16:00:00+00:00,6.0,13985
SOL/USDT,CORTO,SL,2026-09-04 14:00:00+00:00,2026-09-06 03:00:00+00:00,37.0,-25488
DOGE/USDT,LARGO,SL,2026-09-07 14:00:00+00:00,2026-09-09 20:00:00+00:00,54.0,-25975
XRP/USDT,LARGO,SL,2026-09-05 18:00:00+00:00,2026-09-10 12:00:00+00:00,114.0,-25975
SOL/USDT,LARGO,SL,2026-09-09 06:00:00+00:00,2026-09-10 12:00:00+00:00,30.0,-25975
ETH/USDT,LARGO,TP,2026-09-03 14:00:00+00:00,2026-09-11 13:00:00+00:00,191.0,13985
